id,cpf,nome,valor,vencimento,pago
B471742101193782,594.208.673-74,Laura Sampaio,505.99,2026-06-07,False
B957813353492088,023.416.795-52,Otávio Peixoto,467.64,2026-06-07,True
B754915953810256,946.328.751-55,Anthony Pacheco,455.97,2026-06-07,True
B174452912213969,172.460.835-53,André Azevedo,494.23,2026-06-07,False
B444545436575172,126.705.943-52,João Guilherme Rezende,137.87,2026-06-07,False
B866667889582463,731.285.964-09,Helena Ribeiro,702.63,2026-06-07,True
B264590855835152,714.632.589-09,Maria Flor Mendonça,202.73,2026-06-07,False
B743100234333427,906.143.258-89,Raul Rocha,474.85,2026-06-07,True
B722872470199991,715.026.398-40,Yan Aragão,179.21,2026-06-07,True
B171184747180920,702.198.635-12,Dom Casa Grande,218.13,2026-06-07,True
B587007766715662,405.893.216-33,Antonella da Mota,527.49,2026-06-07,True
B026394867088976,596.317.480-57,Camila Rezende,331.3,2026-06-07,True
B608124306672692,891.273.046-04,Dr. Heitor Rodrigues,124.12,2026-06-07,True
B887946447461212,820.956.731-40,Alícia Araújo,105.85,2026-06-07,True
B798960822951587,271.834.056-80,Sophie Montenegro,276.65,2026-06-07,True
B798068022884161,905.182.746-67,Aylla Macedo,202.46,2026-06-07,False
B936514279624332,604.753.189-00,Srta. Catarina Aragão,274.22,2026-06-07,False
B998359981164122,142.695.380-15,Rhavi Gonçalves,258.81,2026-06-07,True
B625617363189069,257.183.069-40,Brenda Sales,534.5,2026-06-07,True
B308765864414812,471.580.632-08,Liz Lima,801.72,2026-06-07,False
B495166281930611,520.964.871-02,Srta. Ana Luiza da Cruz,785.23,2026-06-07,False
B263523953984522,603.749.812-13,Sra. Maria Cecília Duarte,486.89,2026-06-07,True
B977001732776589,087.349.256-00,Amanda Montenegro,606.47,2026-06-07,False
B866804580151250,705.142.839-04,Luiz Fernando Jesus,491.97,2026-06-07,True
B649469346490938,761.385.429-91,Antony Vieira,530.0,2026-06-07,False
B127414581611137,567.481.239-09,Matheus Camargo,630.34,2026-06-07,False
B853352987238131,496.021.573-99,Sra. Caroline Nunes,225.65,2026-06-07,False
B892323462768544,542.893.170-14,Eduardo Câmara,371.25,2026-06-07,False
B936900683745246,024.597.631-07,Marcos Vinicius Sampaio,227.78,2026-06-07,True
B891561627088645,843.629.517-09,Davi Lucca Porto,213.1,2026-06-07,False
B311991165059990,260.497.315-43,Luigi Costa,17.72,2026-06-07,False
B311585444707197,205.946.713-61,Dra. Beatriz Pires,671.68,2026-06-07,True
B054754048225737,891.365.742-28,Milena Guerra,147.33,2026-06-07,False
B761775927886598,790.613.854-66,Antony Peixoto,208.64,2026-06-07,False
B480321215922883,296.580.734-92,Ana Laura Azevedo,709.27,2026-06-07,True
B935090343319668,843.261.759-82,Eloá Novais,824.61,2026-06-07,False
B163318923090279,462.789.503-83,Srta. Maria Fernanda da Conceição,998.72,2026-06-07,True
B685406993150582,950.328.671-95,Pietra Garcia,640.34,2026-06-07,True
B974103832457212,469.721.038-78,Maya Nascimento,893.82,2026-06-07,False
B492050204469316,297.450.638-00,Sr. Luiz Gustavo Araújo,823.36,2026-06-07,False
B564346338500445,380.974.126-40,Maria Laura Leão,451.57,2026-06-07,False
B778311645537248,143.702.589-79,Bruna Melo,99.38,2026-06-07,False
B493114086480118,781.243.095-23,Gael Câmara,265.26,2026-06-07,False
B067995531042253,537.429.180-79,Murilo Peixoto,566.58,2026-06-07,True
B544943043102519,847.620.519-85,Matheus Vasconcelos,454.83,2026-06-07,True
B238270118710573,381.270.965-12,Igor Machado,924.84,2026-06-07,False
B950712259421510,231.594.680-89,Dra. Yasmin Pires,276.32,2026-06-07,False
B439330658003846,728.315.690-95,Davi Lucca Cavalcante,425.36,2026-06-07,True
B139063219471560,456.189.032-70,Asafe da Rocha,897.52,2026-06-07,False
B740633491871327,397.850.612-21,José Teixeira,860.18,2026-06-07,False
B888033182178484,072.134.869-69,Raul Sampaio,208.9,2026-06-07,True
B461919572979124,165.709.238-03,Paulo Dias,694.69,2026-06-07,True
B888046056672783,270.865.934-00,Isadora Barbosa,889.41,2026-06-07,True
B537621801012094,710.942.653-06,Rebeca Garcia,707.04,2026-06-07,True
B059799253458312,254.870.169-76,Vinicius Melo,836.18,2026-06-07,True
B875419278415594,423.617.985-73,Sr. Theo Jesus,129.78,2026-06-07,True
B051280323009416,901.357.624-99,Enrico da Conceição,714.56,2026-06-07,False
B734598051283258,520.743.916-25,Bryan Viana,73.98,2026-06-07,False
B409170303136419,834.716.905-57,Sr. Lucca da Cunha,189.38,2026-06-07,False
B485065016574559,370.928.541-05,Asafe Albuquerque,196.52,2026-06-07,True
B293339809828648,376.459.012-25,Dr. Leonardo Montenegro,80.19,2026-06-07,False
B973086884160759,670.852.913-03,Sr. Mathias Sousa,487.91,2026-06-07,False
B247699887101850,605.314.928-42,Davi Lucas Pastor,263.71,2026-06-07,False
B998429573670740,420.768.139-69,Cauã Fernandes,687.71,2026-06-07,False
B911321691650018,394.172.085-60,Maria Rocha,348.62,2026-06-07,True
B590404243462296,684.592.703-00,Otávio da Mota,403.5,2026-06-07,False
B461131247861938,496.023.715-52,Luana da Mata,895.37,2026-06-07,True
B279929622774197,479.351.028-05,Luiz Otávio da Cunha,766.47,2026-06-07,True
B503902713721766,375.261.049-25,Lucas Aragão,974.65,2026-06-07,True
B087059470985776,634.815.207-35,Maria Clara Mendonça,72.35,2026-06-07,True
B295660497912488,596.174.023-43,Ana Luiza Pimenta,610.43,2026-06-07,True
B686679498084198,710.483.295-50,Valentina Pastor,184.11,2026-06-07,False
B714580771484141,968.347.250-83,Cecilia Rezende,951.58,2026-06-07,True
B492174628433368,458.723.019-79,Paulo Cavalcanti,770.72,2026-06-07,False
B976800886247885,094.125.386-42,Camila Mendonça,353.27,2026-06-07,False
B134629436699458,132.407.956-80,Melina Nogueira,934.89,2026-06-07,False
B223680744826285,823.607.541-90,Manuela da Costa,610.54,2026-06-07,False
B226123555508552,760.348.519-39,Cauã Machado,442.5,2026-06-07,True
B162619107686768,102.986.735-68,João Gonçalves,744.92,2026-06-07,True
B018374582243880,953.078.462-74,Henry Gabriel Correia,989.88,2026-06-07,False
B063341082387895,692.157.083-59,Maria Laura Caldeira,778.69,2026-06-07,True
B577588316288065,815.734.069-10,Dr. Vicente Cavalcanti,823.67,2026-06-07,True
B119566766836936,096.842.731-69,Júlia Casa Grande,985.74,2026-06-07,False
B162661255406704,845.790.362-47,Heitor Melo,549.13,2026-06-07,False
B632490272627194,754.830.612-17,André Siqueira,189.63,2026-06-07,False
B687302237343496,237.059.164-16,Lunna Sampaio,504.8,2026-06-07,False
B494445696976002,821.460.937-22,Ana Cecília Camargo,414.51,2026-06-07,True
B807001711600315,147.382.906-22,Dra. Liz Silva,564.46,2026-06-07,False
B611547290396509,684.572.039-83,Larissa Barros,626.25,2026-06-07,False
B643984875288086,074.953.281-50,Mateus Nogueira,771.42,2026-06-07,True
B923141769622915,490.627.358-00,Allana Costela,569.56,2026-06-07,True
B899497323261476,318.695.240-98,Murilo Guerra,895.66,2026-06-07,False
B316656836920186,127.045.693-80,Mathias Marques,211.12,2026-06-07,False
B829929893240138,802.456.973-65,Dante Jesus,617.85,2026-06-07,True
B894014057566424,782.905.164-01,Agatha das Neves,901.38,2026-06-07,True
B751167568239918,302.786.451-35,José Garcia,925.7,2026-06-07,False
B218199775623981,128.094.675-01,André Sampaio,320.49,2026-06-07,True
B489316472847898,426.817.053-71,Yuri Vasconcelos,407.69,2026-06-07,False
B810689744649587,896.014.237-96,Matheus Aragão,816.29,2026-06-07,True
B677183194612466,594.716.023-43,Vitória Vargas,47.25,2026-06-07,False
B936583528575977,861.925.734-09,Allana Barbosa,560.6,2026-06-07,True
B286681037462747,621.937.580-77,Lucas Dias,779.65,2026-06-07,False
B118282886063053,375.962.814-19,Eduarda Sampaio,680.44,2026-06-07,True
B402160338530108,784.261.350-80,Maria Luiza Sampaio,169.97,2026-06-07,True
B898008109256961,973.682.405-56,Agatha Cassiano,741.39,2026-06-07,True
B544388781154475,143.059.728-32,Emilly Montenegro,418.36,2026-06-07,True
B509187412394412,298.405.361-33,Brayan Melo,485.96,2026-06-07,False
B301729031262982,851.247.603-62,Ian Almeida,139.08,2026-06-07,True
B338287841427386,954.076.281-20,Juan Farias,727.52,2026-06-07,False
B849429128349281,649.820.753-10,João Miguel Dias,742.49,2026-06-07,False
B893758541594032,819.052.674-01,Leandro Aragão,562.91,2026-06-07,False
B898263456792161,824.671.095-85,Yuri Sampaio,402.71,2026-06-07,True
B008802370648716,230.798.651-03,Sra. Allana Teixeira,227.66,2026-06-07,True
B413395075156287,234.875.019-88,Davi Lucas Cardoso,759.36,2026-06-07,False
B969031919929374,240.351.967-70,Júlia Moreira,739.37,2026-06-07,True
B784737152994625,186.530.742-44,Vinicius Pastor,713.26,2026-06-07,False
B032517527726601,197.836.504-75,Sabrina Sá,739.86,2026-06-07,False
B244561759583900,423.185.796-28,Natália Jesus,880.31,2026-06-07,True
B673120701188771,185.639.274-00,Ester Aparecida,609.11,2026-06-07,False
B214690550751926,164.079.853-66,Emanuelly da Mata,680.1,2026-06-07,False
B807152073351904,926.873.154-19,Aylla Borges,771.66,2026-06-07,False
B501443012404574,206.894.357-38,Maria Laura Nascimento,655.52,2026-06-07,True
B980737626118469,718.965.230-21,Dr. João Guilherme Campos,393.72,2026-06-07,False
B018825753605010,318.742.506-26,Liam Carvalho,490.12,2026-06-07,True
B428897041750339,283.790.164-40,Dr. Cauê Mendonça,890.68,2026-06-07,True
B985088139638683,591.768.423-55,Sr. Matheus Silveira,474.73,2026-06-07,True
B847809700460764,162.379.085-95,Davi Lucas da Costa,19.94,2026-06-07,False
B842772654295495,923.816.075-95,Francisco Pires,215.31,2026-06-07,False
B941327106613246,027.961.384-96,Ágatha Dias,280.6,2026-06-07,False
B137398882591805,387.291.465-00,Maria Isis Fonseca,787.22,2026-06-07,False
B108953929092128,617.930.582-02,Maria Fernanda Brito,356.95,2026-06-07,False
B560036436200493,375.086.214-17,Davi Luiz Rezende,234.11,2026-06-07,True
B273044999285558,485.290.731-50,Eduarda da Rocha,286.91,2026-06-07,True
B099106002148113,173.260.958-68,Dr. Vinicius Camargo,843.94,2026-06-07,False
B781758889542683,092.476.851-76,Sr. Igor Novais,816.13,2026-06-07,False
B196082345338982,914.785.630-01,Benicio Dias,577.92,2026-06-07,False
B205230516397171,697.452.830-29,Nicolas Cassiano,875.47,2026-06-07,False
B935376706440989,512.690.874-01,Bárbara da Luz,169.29,2026-06-07,True
B290675656193470,082.754.193-79,Dra. Fernanda Vasconcelos,981.09,2026-06-07,False
B533557544872879,694.701.852-85,Rodrigo Araújo,177.4,2026-06-07,False
B638151020946449,014.283.976-04,Enzo Gabriel Guerra,788.34,2026-06-07,False
B081576168493355,029.418.765-02,Dr. Brayan Ferreira,497.96,2026-06-07,False
B575072706912337,231.059.746-52,Lunna Pacheco,40.86,2026-06-07,False
B371980052770881,789.302.451-88,Maria Laura da Cunha,594.71,2026-06-07,False
B478950716059050,086.934.175-84,Ravi Lucca Melo,206.83,2026-06-07,False
B891168777823539,375.248.106-44,Ana Ramos,894.17,2026-06-07,True
B795059861070743,673.190.845-20,Dra. Isis Araújo,201.12,2026-06-07,True
B096168068673454,210.697.853-77,Ana Júlia da Costa,829.92,2026-06-07,True
B602820455095786,436.758.092-00,Davi Lucca Teixeira,550.05,2026-06-07,True
B841655056421631,963.087.241-22,Rafael Novaes,679.81,2026-06-07,True
B503074814110143,294.760.385-00,Sr. Ravi Lucca Leão,533.08,2026-06-07,False
B077569143761496,370.964.251-52,Ravi Santos,560.8,2026-06-07,True
B952848856019719,592.361.804-42,José Pedro Azevedo,279.06,2026-06-07,False
B481601271864876,086.134.975-00,Dr. Matheus Cavalcante,947.59,2026-06-07,False
B667977783084563,479.683.512-19,Samuel Teixeira,761.03,2026-06-07,True
B557308405174102,391.674.802-50,Dr. Joaquim da Mata,367.06,2026-06-07,True
B526751839953727,270.349.516-16,Léo Sampaio,435.97,2026-06-07,False
B787663170680659,780.194.536-01,Sra. Stella Cassiano,862.08,2026-06-07,False
B010186099518136,045.216.893-70,Davi Mendonça,630.56,2026-06-07,False
B427721116268849,160.893.247-87,Felipe Fonseca,282.71,2026-06-07,True
B352900132966526,042.978.563-10,Luiza Guerra,516.12,2026-06-07,False
B481447528711799,187.534.029-79,Maysa Cunha,700.9,2026-06-07,True
B293138782355035,420.918.567-11,José Miguel Ferreira,853.31,2026-06-07,False
B819002376864799,405.718.263-26,Renan Guerra,322.84,2026-06-07,False
B743640536021820,864.102.357-71,Pedro Lucas da Rosa,779.5,2026-06-07,True
B720017366560484,635.712.048-08,Ravi Lucca Pacheco,881.23,2026-06-07,False
B148234376116999,062.874.935-00,Stella Sales,196.67,2026-06-07,False
B266132366174053,436.295.078-83,Ana Clara Pinto,498.85,2026-06-07,False
B794530680171882,364.510.728-26,Ana Carolina Freitas,498.36,2026-06-07,False
B831422226502493,314.752.690-99,Isadora Costa,101.81,2026-06-07,False
B666641179889690,875.614.932-82,Yago Cavalcanti,674.11,2026-06-07,True
B533354482015701,459.327.681-00,Maria Cecília da Cruz,728.68,2026-06-07,False
B961686592243445,106.748.593-75,Leandro Garcia,991.43,2026-06-07,True
B612598963922119,872.046.531-90,Letícia Teixeira,767.1,2026-06-07,True
B315605080893923,867.439.051-00,Breno da Luz,972.17,2026-06-07,True
B120192817509889,129.475.308-88,Guilherme Costela,152.75,2026-06-07,False
B191721057600648,936.142.708-31,Thales Albuquerque,864.32,2026-06-07,False
B733102746102492,380.925.146-15,Natália da Paz,886.53,2026-06-07,True
B606383552776865,498.256.701-85,Miguel Vasconcelos,532.66,2026-06-07,True
B927879483808646,954.682.710-01,Mariane Araújo,641.24,2026-06-07,False
B842097924297697,296.017.385-68,Ana Julia Fogaça,808.18,2026-06-07,True
B557750709122552,160.895.723-30,Bianca Martins,927.12,2026-06-07,False
B163420489703439,259.603.814-51,Ravy da Cruz,246.42,2026-06-07,True
B225524072056023,078.945.612-58,Dra. Olivia Camargo,982.38,2026-06-07,False
B166530515781498,371.054.629-06,Paulo Macedo,142.14,2026-06-07,False
B139286505033960,317.840.956-48,Sra. Ana Beatriz Aparecida,736.47,2026-06-07,False
B227229182273970,039.456.817-66,Sr. João Gabriel Andrade,891.21,2026-06-07,True
B000175448997288,497.658.012-11,Dra. Hadassa Aparecida,549.19,2026-06-07,True
B328923245397975,032.458.697-38,Benicio Cunha,265.42,2026-06-07,True
B485830874877003,485.361.279-37,Isabelly Teixeira,116.76,2026-06-07,True
B867166276046680,765.210.489-02,Augusto Casa Grande,21.52,2026-06-07,True
